vin,lat,lng,currentElectricity,averageEnergyConsumption,chargeStatus,bcuSOH
LS6A2E0E0KA002909,0,0,93,950272,3,100
LS5A2DJXXKA002527,32.10147,118.75334,34,1068236.9,3,89.6
LS5A2DJX3KA004667,29.53943,106.44462,58,845414.44,3,99.200005
LS6A2E0E6KA002655,32.03462,118.79848,89,884736,3,100
LS6A2E0EXKA002495,31.8836,118.82939,56,806092.8,3,100
LS5A2DJX8KA004549,0,0,20,806092.8,3,98.200005
LS6A2E0E2KA000952,32.04155,118.79929,95,806092.8,3,100
LS6A2E0E8KA002527,32.0899,118.75315,49,1101004.9,1,100
LS5A2DJX2KA004840,29.55286,106.51576,50,884736,1,100
LS5A2DJX3KA002126,32.04756,118.81137,82,897843.2,3,99.3
LS6A2E0E1KA007469,29.60291,106.47907,91,1048576,3,100
LS6A2E0E4KA002136,31.96944,118.79722,66,878182.44,3,100
LS5A2DJX9KA004785,29.73028,106.58693,57,838860.8,3,100
LS6A2E0EXKA002397,31.95468,118.8112,36,832307.2,1,100
LS5A2DJX6KA001150,32.03579,118.85891,95,924057.6,1,91.6
LS5A2AJX7KA003407,35.03683,110.98396,38,1015808,3,99.9
LS6A2E0E6KA001151,32.01986,118.77788,95,983040,3,100
LS5A2AJX3KA003517,37.89434,112.58451,67,943718.44,3,100
LS6A2E0E5KA002565,0,0,54,969932.8,1,100
LS5A2DJX7KA001173,31.96603,118.80777,70,983040,3,99.6
LS6A2E0E4KA002654,32.07381,118.73029,75,884736,3,100
LS5A2DJX1KA002464,31.93466,118.8163,72,924057.6,3,98.6
LS6A2E0E5KA002081,32.08563,118.77471,54,1068236.9,3,99.9
LS5A2AJX9KA004395,38.05771,112.66918,83,1061683.2,3,99.700005
LS6A2E0E2KA001261,32.23245,118.75756,50,1002700.8,3,100
LS6A2E0E7KA002910,32.20909,118.72296,31,838860.8,3,100
LS6A2E0E2KA002541,31.96233,118.8407,81,904396.8,3,100
LS6A2E0E6KA002770,32.01383,118.74749,98,891289.6,3,100
LS6A2E0E9KA001015,32.08556,118.7931,38,917504,3,100
LS6A2E0E9KA001144,32.09879,118.76861,68,806092.8,3,100
LS5A2DJX6KA003058,32.1054,118.82084,92,897843.2,3,99.6
LS6A2E0E6KA009363,30.37026,120.17705,47,989593.6,3,100
LS5A2DJX6KA002153,32.02408,118.82425,39,917504,1,99.700005
LS5A2DJX3KA002787,31.91892,118.82738,54,1074790.4,3,99.6
LS5A2AJX3KA004182,27.56633,120.5321,70,1048576,3,100
LS6A2E0E5KA009368,0,0,84,917504,3,100
LS5A2DJX8KA002753,31.96684,118.73726,59,1074790.4,3,91.1
LS6A2E0EXKA002853,32.14788,118.71065,36,996147.2,1,100
LS6A2E0E6KA001599,32.13163,118.8629,56,1022361.6,1,100
LS6A2E0E5KA002078,32.23469,118.75802,82,1087897.6,3,100
LS5A2DJX6KA002590,0,0,100,930611.2,3,93.9
LS6A2E0E4KA001469,31.89783,118.91248,77,884736,3,99.9
LS5A2DJXXKA001121,31.79718,118.9459,28,1271398.4,3,99.4
LS6A2E0E5KA003165,32.15434,118.73482,13,1015808,3,100
LS6A2E0E8KA001944,32.06052,118.73458,94,891289.6,3,100
LS5A2DJX8KA002817,32.15349,118.72488,93,851968,1,97.4
LS6A2E0E2KA002684,32.12374,118.87212,58,1048576,1,100
LS6A2E0E2KA001969,32.03538,118.74995,88,943718.44,3,100
LS5A2DJX4KA002118,32.05221,118.63341,52,917504,3,94.6
LS6A2E0E5KA001576,0,0,72,851968,3,100
LS6A2E0E8KA009171,38.44161,112.72273,80,983040,3,100
LS6A2E0E9KA008837,38.45527,112.73274,84,1002700.8,3,100
LS6A2E0E7KA001496,31.98783,118.79597,98,1074790.4,3,100
LS6A2E0E7KA001773,32.04467,118.76326,64,1035468.8,3,100
LS6A2E0E5KA002405,32.1431,119.0002,64,1048576,3,99.9
LS6A2E0E5KA002081,32.08565,118.77464,54,1068236.9,3,99.9
LS5A2AJX4KA002070,29.52633,106.49966,71,1009254.44,1,96.4
LS6A2E0E1KA001977,31.97006,118.77735,72,976486.44,3,100
LS5A2DJX2KA001016,32.05558,118.78574,87,969932.8,3,97.4
LS6A2E0E9KA002780,32.09573,118.75106,94,1114112,3,99.9
LS5A2DJX4KA002393,32.04327,118.78893,70,838860.8,3,99.5
LS6A2E0E6KA002395,32.15838,119.02894,70,989593.6,3,100
LS5A2DJX9KA003054,32.06131,118.77164,82,996147.2,3,100
LS6A2E0E6KA001151,32.04268,118.78231,93,983040,3,100
LS6A2E0E7KA002583,32.04223,118.63817,33,1120665.6,1,100
LS5A2AJX8KA004002,40.03968,113.25116,51,969932.8,3,100
LS6A2E0E7KA001093,0,0,77,832307.2,3,100
LS6A2E0E9KA002620,31.84125,118.83618,53,1035468.8,3,100
LS6A2E0E7KA002115,32.03077,118.77856,71,806092.8,3,100
LS5A2DJX7KA002811,32.13706,118.8721,43,806092.8,3,95.200005
LS5A2DJX3KA003115,31.94496,118.84052,97,806092.8,3,100
LS6A2E0E2KA002829,32.07959,118.76824,62,1127219.2,3,99.9
LS6A2E0E0KA002991,32.03824,118.87899,85,956825.6,3,100
LS6A2E0E2KA001096,31.94877,118.80228,87,1055129.6,3,100
LS6A2E0E6KA001294,32.13436,118.9506,46,904396.8,1,100
LS5A2DJX5KA002970,29.77567,106.65493,90,930611.2,3,100
LS5A2DJX1KA002965,32.02122,118.88531,29,832307.2,1,97.5
LS5A2DJXXKA001202,31.92857,118.86271,72,878182.44,3,99.700005
LS5A2AJX2KA003296,26.43377,111.62143,57,792985.6,3,91.8
LS6A2E0E6KA009086,29.91227,121.50863,82,1212416,3,100
LS6A2E0E5KA001240,31.73849,118.88681,59,819200,3,99.9
LS6A2E0E7KA002700,32.23339,118.75592,94,865075.2,3,100
LS6A2E0E1KA001011,31.91699,118.80507,32,1146880,3,100
LS6A2E0E5KA009824,30.37062,120.1757,37,1114112,3,100
LS6A2E0E5KA002565,0,0,52,969932.8,1,100
LS5A2DJX8KA002512,29.68963,106.56561,96,865075.2,3,99.4
LS6A2E0E0KA009214,0,0,92,996147.2,3,100
LS5A2DJX7KA002498,32.10085,118.79799,96,891289.6,3,91.4
LS6A2E0E8KA002706,32.13604,118.72872,99,819200,1,100
LS6A2E0E5KA009886,30.37026,120.17685,48,950272,3,100
LS6A2E0E4KA009667,30.37014,120.17668,51,976486.44,3,100
LS6A2E0E0KA001744,31.93833,118.82511,65,917504,3,100
LS5A2DJX6KA002136,31.99044,118.88364,89,806092.8,3,99.5
LS6A2E0E2KA002653,32.08882,118.87335,75,858521.6,3,99.9
LS5A2DJX2KA004370,29.66789,106.60776,93,937164.8,1,100
LS6A2E0E0KA002375,32.1213,118.92988,98,884736,3,99.9
LS5A2DJX7KA003067,0,0,97,1055129.6,3,99.9
LS6A2E0E9KA002097,32.00956,118.81446,79,1048576,3,100
LS5A2DJX5KA004279,29.68694,106.61086,81,917504,3,100
LS6A2E0E2KA009036,29.89325,121.84109,77,1101004.9,3,100
LS5A2DJX7KA001111,32.13446,118.95049,52,806092.8,1,100
LS6A2E0E2KA009022,38.42841,112.72366,67,1028915.2,3,100
LS6A2E0E0KA008208,0,0,94,950272,3,100
LS6A2E0E4KA000953,31.94389,118.80653,96,825753.6,3,100
LS6A2E0E5KA002081,32.08556,118.7746,54,1068236.9,3,99.9
LS6A2E0E6KA001599,32.13152,118.86293,58,1022361.6,1,100
LS6A2E0E1KA001333,31.93344,118.84531,84,819200,3,100
LS6A2E0E2KA001048,31.99953,118.78137,71,996147.2,3,100
LS5A2DJX4KA002197,32.08044,118.94145,66,845414.44,1,91.200005
LS5A2DJX9KA003040,32.0473,118.76735,72,937164.8,3,99.6
LS6A2E0E6KA002672,32.11592,118.82721,73,1094451.2,1,100
LS6A2E0E3KA000989,0,0,81,996147.2,3,100
LS6A2E0E6KA000999,32.15349,118.72487,99,1146880,1,100
LS6A2E0E9KA001225,32.0213,118.74051,75,1002700.8,3,100
LS6A2E0E6KA001196,32.10609,118.82913,20,989593.6,3,100
LS5A2DJX1KA004604,29.47233,106.47776,77,884736,3,100
LS5A2AJX7KA004640,27.23015,111.45194,71,1002700.8,3,96.200005
LS5A2AJX4KA002828,36.16572,120.40281,80,1061683.2,3,98.1
LS6A2E0E8KA007551,29.52447,106.56598,87,891289.6,3,100
LS6A2E0E5KA002422,31.95492,118.83703,73,963379.2,3,100
LS6A2E0E6KA002445,31.99379,118.70234,85,897843.2,3,100
LS6A2E0E7KA001983,31.89825,118.7835,76,845414.44,1,100
LS6A2E0E2KA002667,32.08909,118.89766,73,806092.8,3,100
LS6A2E0E3KA001141,0,0,66,845414.44,3,100
LS6A2E0EXKA001444,31.98993,118.71809,77,1087897.6,1,100
LS6A2E0E1KA001221,32.09672,118.81261,31,1035468.8,1,100
LS6A2E0E0KA001906,32.00407,118.73652,68,897843.2,3,100
LS5A2AJX5KA003955,27.11563,111.05049,49,871628.8,3,99.5
LS5A2AJX5KA003437,35.08035,111.03452,84,1015808,1,99.8
LS6A2E0E1KA001137,32.0421,118.8046,99,865075.2,3,100
LS6A2E0E0KA001016,32.09476,118.77887,77,806092.8,3,100
LS6A2E0E2KA009277,30.27965,120.43664,65,1087897.6,3,100
LS6A2E0E1KA002109,31.91965,118.82731,88,878182.44,3,100
LS6A2E0E9KA002410,31.92339,118.86812,83,924057.6,3,100
LS6A2E0E6KA009962,30.37006,120.17671,44,1107558.4,3,100
LS5A2DJX1KA002965,32.02133,118.88553,36,832307.2,1,97.5
LS6A2E0E7KA002762,31.96975,118.80969,45,806092.8,3,100
LS6A2E0E5KA001190,32.01295,118.79161,37,858521.6,3,100
LS5A2DJX9KA001112,31.96633,118.79965,62,812646.44,1,100
LS6A2E0E5KA001061,32.08604,118.77486,94,904396.8,3,100
LS5A2DJX9KA001238,32.02077,118.77825,75,924057.6,3,98
LS5A2DJX8KA006365,29.64541,106.58436,98,969932.8,3,100
LS5A2DJX3KA001090,31.96621,118.79994,58,930611.2,1,100
LS6A2E0EXKA001492,0,0,90,983040,1,100
LS5A2DJX3KA001221,32.06066,118.73717,74,1120665.6,3,100
LS6A2E0EXKA002495,31.93609,118.8161,54,806092.8,3,100
LS5A2AJX5KA003969,35.44781,119.53422,63,871628.8,3,95
LS6A2E0E6KA009363,0,0,47,989593.6,3,100
LS6A2E0E2KA009358,0,0,30,983040,3,100
LS6A2E0E8KA001104,31.94673,118.66084,68,851968,3,100
LS5A2DJX4KA002135,32.13597,118.72854,78,838860.8,1,96.4
LS5A2DJX3KA002787,31.9202,118.8272,54,1074790.4,3,99.6
LS6A2E0E4KA001195,32.12474,118.88739,99,917504,3,100
LS6A2E0E0KA003154,32.13429,118.71654,91,851968,3,100
LS5A2DJX1KA002819,32.0305,118.73525,81,1015808,3,98.200005
LS6A2E0E5KA009693,30.37,120.17665,42,1101004.9,3,100
LS6A2E0E9KA002472,31.98213,118.87458,72,806092.8,3,100
LS6A2E0E7KA008979,29.93623,121.57085,63,1166540.9,3,100
LS6A2E0E6KA000999,32.15342,118.72477,96,1146880,1,100
LS5A2AJX3KA002030,29.49334,106.48714,66,989593.6,1,99.9
LS5A2DJX4KA005620,29.52716,106.47882,96,845414.44,3,99.700005
LS6A2E0E0KA002800,31.93323,118.83598,89,806092.8,3,100
LS6A2E0E1KA010114,0,0,38,1146880,3,100
LS6A2E0E3KA002919,32.14754,118.95733,81,832307.2,3,100
LS6A2E0E4KA002833,32.07557,118.77885,93,937164.8,3,100
LS6A2E0E5KA002078,32.24205,118.76726,83,1087897.6,3,100
LS6A2E0E9KA007753,29.49313,106.46229,82,1015808,1,100
LS6A2E0E9KA002777,32.15367,118.8531,81,910950.44,3,100
LS6A2E0E1KA003082,32.08948,118.88437,72,1074790.4,3,100
LS6A2E0E6KA003093,31.88871,118.70894,19,1114112,3,100
LS6A2E0E9KA001046,32.12386,118.872,97,792985.6,1,100
LS5A2DJXXKA002754,32.02069,118.82735,96,1120665.6,1,100
LS5A2DJX5KA005612,29.53557,106.5204,75,910950.44,3,100
LS6A2E0E9KA002472,31.973,118.86121,72,806092.8,3,100
LS5A2DJXXKA001068,31.91321,118.93537,95,1225523.2,1,99.5
LS6A2E0EXKA000973,32.061,118.74351,97,871628.8,3,100
LS6A2E0E7KA007573,29.61591,106.57556,82,950272,3,100
LS6A2E0E3KA000992,32.08864,118.8873,60,819200,3,100
LS5A2DJX4KA001129,32.14775,118.86854,79,969932.8,3,100
LS5A2AJX9KA004056,35.86792,120.02358,42,1179648,3,100
LS6A2E0E0KA002800,31.93698,118.82209,89,806092.8,3,100
LS5A2DJX9KA002969,0,0,74,1009254.44,1,99.3
LS5A2DJX2KA003171,31.98699,118.70566,94,996147.2,3,92.4
LS6A2E0E4KA001083,31.91575,118.82759,38,996147.2,3,100
LS5A2AJX2KA002018,29.56032,106.59539,56,1022361.6,3,96.9
LS6A2E0E3KA002743,32.04743,118.87237,48,969932.8,3,100
LS5A2DJX8KA002106,29.51316,106.49602,48,1015808,3,100
LS5A2DJX4KA001275,31.98016,118.68326,29,904396.8,3,97.9
LS5A2DJX4KA002099,32.02272,118.72255,89,950272,3,97.8
LS5A2AJX9KA003473,35.09484,110.9785,59,943718.44,3,100
LS6A2E0E8KA003001,32.02156,118.82476,81,806092.8,3,100
LS5A2DJX6KA002556,32.11817,118.86302,70,963379.2,3,99.6
LS6A2E0E7KA002423,32.1062,118.82348,94,884736,3,100
LS6A2E0E4KA001391,32.1158,118.82735,81,806092.8,1,100
LS5A2DJX4KA002880,32.00161,118.80311,95,969932.8,3,100
LS5A2DJX1KA004554,29.53345,106.46142,96,858521.6,3,100
LS5A2DJX5KA003164,32.06037,118.62118,92,858521.6,3,100
LS5A2DJX7KA002159,32.1185,118.9306,84,871628.8,3,97.5
LS5A2AJXXKA002879,37.86018,112.56057,85,1022361.6,3,100
LS6A2E0E8KA001524,0,0,94,851968,3,100
LS6A2E0E1KA002918,32.04385,118.76612,65,806092.8,3,100
LS5A2DJX2KA002554,32.06194,118.91845,90,1009254.44,3,98
LS5A2DJX0KA002407,32.07534,118.80617,78,806092.8,3,100
LS5A2DJX1KA002397,0,0,98,1042022.44,1,88.9
LS6A2E0EXKA002397,31.95449,118.81118,54,832307.2,1,100
LS5A2DJX0KA002827,32.07814,118.74825,65,989593.6,3,94.8
LS5A2AJXXKA002879,37.86408,112.56177,86,1022361.6,3,100
LS5A2DJX4KA002815,29.53721,106.49006,70,897843.2,3,99.4
LS5A2DJXXKA003144,32.02995,118.78857,49,884736,3,88
LS6A2E0E2KA001129,0,0,38,910950.44,3,100
LS5A2DJX8KA002512,29.68714,106.56358,96,865075.2,3,99.4
LS6A2E0E7KA001482,32.11676,118.91441,94,956825.6,3,100
LS6A2E0E4KA010186,0,0,44,1074790.4,3,100
LS5A2DJX8KA002915,32.03193,118.73381,88,806092.8,3,100
LS5A2AJX8KA003707,30.6892,111.31428,97,1015808,3,100
LS5A2AJX7KA003407,35.05537,110.97005,36,1015808,3,99.9
LS5A2DJXXKA002592,32.13691,118.90771,90,884736,3,89.9
LS5A2DJX6KA001164,32.15503,118.84883,93,976486.44,3,100
LS5A2AJX0KA003409,34.93449,110.56756,68,1035468.8,3,100
LS6A2E0E8KA002527,32.08991,118.75314,67,1101004.9,1,100
LS6A2E0E9KA002245,32.15048,118.92415,88,989593.6,3,100
LS6A2E0EXKA001315,32.0606,118.74465,77,924057.6,3,100
LS5A2DJX5KA001155,32.02587,118.88724,83,1022361.6,3,98.6
LS6A2E0E0KA003106,32.0029,118.76404,94,897843.2,3,100
LS6A2E0E9KA002780,32.09604,118.75402,94,1114112,3,99.9
LS5A2AJX4KA002022,29.46869,106.47612,36,1042022.44,3,98.9
LS6A2E0E2KA002247,31.83403,118.58418,98,1022361.6,3,100
LS6A2E0EXKA011021,29.74979,106.63789,68,825753.6,3,100
LS6A2E0E4KA009975,30.37018,120.17682,44,1009254.44,3,100
LS6A2E0E8KA003158,31.98153,118.75798,94,937164.8,3,100
LS6A2E0E1KA001512,32.13151,118.86287,58,891289.6,1,100
LS6A2E0E9KA011186,29.74969,106.63786,67,838860.8,3,100
LS5A2DJXXKA002494,31.93381,118.86289,82,956825.6,3,99.700005
LS5A2DJX8KA003093,29.63725,106.56688,65,825753.6,3,100
LS5A2DJX3KA002868,31.91531,118.89461,76,865075.2,3,98.9
LS6A2E0E7KA002521,32.11596,118.8274,95,832307.2,1,100
LS6A2E0E6KA002896,32.05926,118.78563,95,976486.44,3,100
LS6A2E0E9KA008837,38.41942,112.70327,86,1002700.8,3,100
LS5A2DJX5KA002256,32.06203,118.7764,98,812646.44,3,100
LS5A2DJX9KA003135,31.93486,118.67456,70,806092.8,3,100
LS6A2E0E5KA003165,0,0,15,1015808,3,100
LS6A2E0E5KA002369,32.00307,118.72948,90,819200,3,100
LS6A2E0E2KA002930,32.14796,118.87991,78,1002700.8,3,100
LS6A2E0E9KA003203,32.13151,118.95828,88,910950.44,3,100
LS6A2E0E0KA001064,31.97884,118.77298,77,910950.44,3,100
LS6A2E0E7KA002759,31.99962,118.76807,81,1002700.8,3,100
LS6A2E0E1KA009495,0,0,40,904396.8,3,100
LS5A2DJX0KA002407,32.03462,118.79712,79,806092.8,3,100
LS6A2E0E5KA003134,0,0,83,851968,1,100
LS5A2DJX8KA002915,32.00667,118.72816,90,806092.8,3,100
LS6A2E0E4KA009975,30.37023,120.17686,44,1009254.44,3,100
LS5A2DJX5KA001060,32.10522,118.93401,94,871628.8,3,95.6
LS5A2DJX0KA005694,0,0,41,806092.8,3,100
LS5A2DJX0KA003055,32.02784,118.76403,76,806092.8,3,98.8
LS5A2DJX1KA001217,32.08655,118.82133,96,904396.8,3,98
LS5A2DJX9KA004785,29.73034,106.58693,57,838860.8,3,100
LS6A2E0E7KA000977,32.1262,118.87143,23,956825.6,3,100
LS5A2DJX7KA002341,32.04398,118.7609,76,806092.8,3,96.5
LS6A2E0E7KA008125,29.50699,106.52684,89,910950.44,1,100
LS6A2E0E0KA002991,32.02446,118.89905,88,956825.6,3,100
LS5A2AJX2KA003458,35.121,110.92003,44,851968,3,99.5
LS5A2DJX2KA001016,32.05218,118.79346,88,969932.8,3,97.4
LS6A2E0E5KA003196,0,0,78,806092.8,1,100
LS6A2E0E5KA002355,32.0522,118.77426,95,1002700.8,3,100
LS6A2E0E5KA002808,31.89854,118.69506,73,806092.8,3,100
LS5A2DJX7KA004414,29.50472,106.47531,70,1048576,3,100
LS6A2E0E8KA001359,32.14234,118.74103,66,884736,3,100
LS6A2E0E8KA001054,31.94835,118.8161,32,917504,3,100
LS6A2E0E7KA001269,0,0,94,819200,3,100
LS5A2DJX8KA002882,32.03469,118.79749,71,845414.44,3,90.1
LS5A2DJX6KA001150,32.03583,118.85893,93,924057.6,1,91.6
LS5A2DJX7KA002582,32.02759,118.81852,78,1042022.44,3,89
LS6A2E0E2KA001020,32.0047,118.75158,81,825753.6,3,100
LS5A2DJX2KA002876,32.0246,118.74091,69,950272,1,99.8
LS6A2E0E0KA002909,0,0,93,950272,3,100
LS6A2E0E5KA001240,31.7385,118.8868,59,819200,3,99.9
LS6A2E0E2KA002684,32.12368,118.87213,34,1048576,1,100
LS6A2E0E1KA001414,32.1198,118.85606,99,806092.8,1,100
LS6A2E0E5KA008236,29.52183,106.64476,51,963379.2,3,100
LS5A2AJX0KA002096,29.49509,106.62554,98,969932.8,1,98.1
LS6A2E0E4KA002430,32.06547,118.74539,81,825753.6,3,100
LS5A2AJX4KA002084,29.73668,106.62669,97,1055129.6,3,99.9
LS6A2E0EXKA001167,32.04362,118.73366,57,956825.6,3,100
LS5A2DJXXKA002284,31.99019,118.71786,9,1068236.9,1,97.3
LS5A2DJX9KA004396,29.51589,106.51313,88,871628.8,3,93
LS6A2E0E5KA009886,30.37026,120.17668,49,950272,3,100
LS6A2E0E8KA001054,31.9362,118.81646,32,917504,3,100
LS6A2E0E3KA009837,30.37012,120.17669,39,996147.2,3,100
LS5A2AJXXKA004440,24.30026,109.43463,73,884736,3,100
LS6A2E0E1KA001445,31.93359,118.92808,87,878182.44,3,100
LS5A2DJX1KA002965,32.02122,118.88526,27,832307.2,1,97.5
LS6A2E0E3KA009837,30.37005,120.17662,38,996147.2,3,100
LS5A2AJX6KA003429,35.09041,111.04408,33,1166540.9,3,100
LS6A2E0E9KA000978,32.09859,118.87373,93,1002700.8,1,100
LS6A2E0E6KA002655,32.01876,118.74616,87,884736,3,100
LS6A2E0E5KA001450,32.04136,118.89486,56,950272,3,100
LS6A2E0E2KA001969,32.0329,118.76098,88,943718.44,3,100
LS5A2AJX3KA004182,27.56255,120.57631,72,1048576,3,100
LS5A2AJX4KA003445,37.81709,112.51904,80,1107558.4,1,100
LS5A2DJXXKA002902,32.09855,118.82691,83,950272,3,100
LS6A2E0E1KA002689,32.13767,118.6974,90,917504,3,100
LS6A2E0E4KA002511,32.03914,118.76316,24,1166540.9,3,100
LS6A2E0E6KA001831,32.00927,118.77062,86,897843.2,3,100
LS6A2E0E1KA002269,32.10137,118.91885,79,806092.8,3,100
LS6A2E0E7KA008769,38.43553,112.73779,98,1002700.8,1,100
LS6A2E0EXKA009074,29.87337,121.58718,89,1028915.2,3,99.9
LS5A2AJX6KA002877,40.08165,113.30877,100,1002700.8,3,99.3
LS6A2E0E4KA001388,32.09033,118.65807,99,969932.8,3,100
LS6A2E0E1KA001140,32.0318,118.85136,67,950272,3,100
LS6A2E0E5KA002761,32.07708,118.90359,93,832307.2,3,100
LS5A2DJX1KA002917,29.52629,106.49998,58,1055129.6,1,100
LS6A2E0E9KA002049,32.2309,118.74209,69,989593.6,3,100
LS6A2E0EXKA007566,0,0,99,956825.6,3,100
LS5A2DJX4JA000268,29.64143,106.75858,19,851968,3,92
LS5A2DJX5KA002676,32.06183,118.7311,85,1061683.2,3,100
LS6A2E0E3KA002743,32.04331,118.86712,48,969932.8,3,100
LS5A2DJX6KA003108,32.14947,118.73457,99,884736,3,100
LS5A2AJX2KA003623,30.73294,111.30102,38,1028915.2,3,100
LS5A2DJX4KA002104,31.78075,118.86796,78,996147.2,3,98.6
LS6A2E0E5KA001982,32.04936,118.79607,90,806092.8,3,100
LS6A2E0E3KA001379,31.9469,118.8279,93,891289.6,3,100
LS5A2DJX0KA001208,32.04736,118.78348,87,819200,3,93.5
LS6A2E0E4KA000967,32.07747,118.73565,90,1081344,3,99.3
LS6A2E0E4KA003030,32.11235,118.8158,90,871628.8,3,100
LS5A2DJXXKA002351,31.95472,118.81124,76,904396.8,1,98.9
LS6A2E0E5KA001951,31.93919,118.87006,63,1048576,3,100
LS6A2E0E1KA002157,32.05111,118.78223,69,865075.2,3,100
LS6A2E0E5KA002761,32.07855,118.90355,93,832307.2,3,100
LS6A2E0E0KA007799,0,0,90,1153433.6,3,100
LS6A2E0EXKA002867,32.08795,118.81712,99,832307.2,3,100
LS5A2DJX7KA002923,31.9973,118.759,48,845414.44,3,100
LS5A2DJX9KA003040,32.04394,118.76625,72,937164.8,3,99.6
LS5A2AJX1KA004455,33.88954,115.78594,58,1350041.6,3,100
LS5A2AJX0KA003488,37.84834,112.5206,11,1159987.2,3,99.9
LS5A2DJX5KA004279,29.6844,106.60811,82,917504,3,100
LS6A2E0E3KA000944,31.94311,118.83317,95,1114112,3,100
LS6A2E0E5KA002503,32.20914,118.71316,71,1068236.9,3,100
LS6A2E0E4KA001701,32.03271,118.74418,60,1087897.6,3,100
LS6A2E0E5KA001013,31.91286,118.85789,71,871628.8,3,100
LS6A2E0E6KA009251,30.30079,120.20326,65,1015808,3,100
LS6A2E0E3KA010616,29.60238,106.73016,63,871628.8,3,100
LS6A2E0E5KA001495,32.05203,118.73425,42,1028915.2,3,100
LS5A2DJX5KA004816,29.55063,106.51784,91,963379.2,3,100
LS6A2E0EXKA002738,31.95712,118.70938,78,910950.44,3,100
LS6A2E0E4KA002136,32.05852,118.80286,63,878182.44,3,100
LS6A2E0E1KA001445,0,0,90,878182.44,3,100
LS6A2E0E6KA001831,32.01525,118.75413,88,897843.2,3,100
LS6A2E0E0KA001047,32.13494,118.73763,94,806092.8,3,100
LS5A2DJX4KA002930,32.10615,118.7678,24,943718.44,1,95.6
LS6A2E0E6KA003062,32.02674,118.82974,44,806092.8,3,100
LS5A2DJX5KA002824,32.05143,118.8846,80,943718.44,3,100
LS5A2AJX3KA004375,27.24341,111.47593,61,845414.44,3,99.200005
LS5A2DJX4KA001129,32.12582,118.83742,81,969932.8,3,100
LS5A2DJX0KA002911,32.03534,118.76683,95,806092.8,3,99.9
LS6A2E0E3KA001527,32.09125,118.8122,66,825753.6,3,100
LS5A2DJX7KA002498,32.11015,118.76889,100,891289.6,3,91.4
LS6A2E0E2KA002006,31.96784,118.81114,87,825753.6,3,99.9
LS6A2E0E9KA001581,0,0,42,806092.8,1,100
LS6A2E0E6KA001392,32.09281,118.78828,80,1048576,3,100
LS6A2E0EXKA000956,31.97717,118.78799,86,1101004.9,1,100
LS6A2E0E8KA002561,31.93038,118.84377,11,950272,3,100
LS6A2E0E9KA002763,32.02494,118.72826,84,1048576,3,100
LS5A2DJX4KA002880,32.00755,118.7976,98,969932.8,3,100
LS6A2E0E9KA003105,31.95136,118.83443,76,865075.2,3,100
LS6A2E0E8KA010031,30.37018,120.17607,48,943718.44,3,100
LS5A2DJX9KA002924,32.09257,118.62585,81,878182.44,3,100
LS5A2DJX2KA002666,0,0,93,930611.2,3,99.6
LS6A2E0E5KA011170,29.74968,106.63784,67,845414.44,3,100
LS6A2E0E4KA007725,29.62197,106.5275,34,1218969.6,3,100
LS5A2DJX0KA001158,32.09774,118.87377,92,806092.8,3,100
LS6A2E0E8KA002723,31.9254,118.83851,100,976486.44,3,100
LS5A2DJXXKA006531,29.62236,106.51264,90,983040,3,100
LS5A2DJX1KA001296,32.09815,118.75077,93,806092.8,3,98.1
LS5A2DJX8KA002882,32.01518,118.78942,69,845414.44,3,90.1
LS5A2AJX4KA003526,37.76013,112.52757,36,910950.44,3,99.9
LS5A2AJX1KA006111,34.29746,108.90028,36,1022361.6,3,100
LS6A2E0E4KA000970,31.99729,118.71727,39,1101004.9,3,100
LS5A2DJX6KA004419,29.63605,106.56436,59,838860.8,3,99.700005
LS6A2E0E1KA002725,32.08636,118.75935,78,956825.6,3,100
LS6A2E0E3KA001527,32.08097,118.81969,64,825753.6,3,100
LS6A2E0E0KA003154,32.12915,118.72703,92,851968,3,100
LS6A2E0E6KA001392,32.0915,118.78446,78,1048576,3,100
LS6A2E0E9KA002777,32.15362,118.85312,81,910950.44,3,100
LS5A2DJX8KA003143,31.87099,118.82489,71,1061683.2,3,100
LS5A2AJX0KA002275,29.52617,106.49996,67,943718.44,1,91.4
LS6A2E0E7KA010148,30.37016,120.1767,49,950272,3,100
LS6A2E0E8KA003001,32.02146,118.82502,81,806092.8,3,100
LS5A2DJXXKA002513,32.08954,118.78669,83,1081344,3,94.8
LS6A2E0E1KA009206,30.38682,120.11328,81,1094451.2,3,100
LS5A2DJX7KA002260,32.06284,118.73909,79,989593.6,3,90
LS6A2E0E1KA011196,29.76301,106.65574,66,845414.44,3,100
LS5A2DJX2KA003171,31.98698,118.70565,94,996147.2,3,92.4
LS5A2DJX0KA004433,29.37606,106.5287,52,1022361.6,3,99
LS6A2E0E9KA009146,29.79816,121.55793,42,950272,3,99.9
LS6A2E0E1KA001509,32.04105,118.89491,100,897843.2,3,100
LS5A2DJX8KA001263,31.92989,118.84954,70,806092.8,1,94.1
LS5A2AJX6KA003947,35.42906,116.54116,88,1087897.6,1,99.6
LS5A2DJX1KA001296,32.0981,118.74898,93,806092.8,3,98.1
LS6A2E0E2KA001423,31.96728,118.81151,84,1330380.9,3,100
LS6A2E0E2KA009036,29.895,121.83096,78,1094451.2,3,100
